review_id,review_status,review_date,report_create_date,tick_id,user_id,survey_id,survey_name,user_notes,public_admin_notes,private_admin_notes,image_url,reviewer_user_id,review_is_tick,review_tick_sex,review_tick_species,review_tick_species_other,review_tick_has_fed,review_tick_age,tickidnet_prediction_class,tickidnet_prediction_probability,tickidnet_class_probabilities,tickidnet_version
fae09a0e-0632-d6d7-9bc2-593a15dc9f67,reviewed,2023-06-15 18:24:26.932000,2023-05-26 07:05:08.456600,230526-070508-9389,f19cb886-334e-a2d2-0915-fda0251fc86b,a810823a-7407-4c5d-ae55-c62d8f7de7f7,Daily Log v3 - English,NA,NA,NA,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/4a4002daaf7bd111c99dd9e367f022c9b21c4695fda0f75eb433283d13af5ad9.jpg,ab5217d5-d69f-ee95-d457-135a6cce2061,yes,female,amblyomma americanum,NA,unknown,no,Amblyomma americanum,0.9977097511291504,"{""Ixodes scapularis"": 0.00001745532063068822, ""Amblyomma americanum"": 0.9977097511291504, ""Dermacentor variabilis"": 0.002272757003083825}",1.0.0
70b7028d-b517-08b3-453a-337ecd4ff309,reviewed,NA,2023-05-26 17:28:01.172900,230526-172801-9106,5851698d-6f90-3268-c758-c937a7029225,b2bc4a95-ddf1-401e-9984-48f78eb46713,Report a Tick v4 - English,NA,NA,100%,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/aafeff23cc967a86bbabd5e18cce912345642189d4dbd2a2fba45c2b4e15ba58.jpg,NA,yes,female,dermacentor variabilis,NA,unknown,unknown,Dermacentor variabilis,0.9742739796638488,"{""Ixodes scapularis"": 0.002425456652417779, ""Amblyomma americanum"": 0.023300623521208763, ""Dermacentor variabilis"": 0.9742739796638488}",1.0.0
2d5fb099-3363-e5df-6756-12d679a77055,reviewed,NA,2023-05-26 19:15:57.870500,230526-191557-2835,6901304d-6826-a7f1-6eb1-b05b87798764,d7554474-7c79-4042-99c3-92a8b2d5b777,Report a Tick v4 - English,NA,Need clear image of the back of the tick to determine stage and sex.,40%,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/d7446179a8a95578c6dfb446d88b17b1b5b277b6a16e8c040ba6c9de4bebb2a9.jpg,NA,yes,unknown,amblyomma americanum,NA,unknown,unknown,Amblyomma americanum,0.902133285999298,"{""Ixodes scapularis"": 0.01612374372780323, ""Amblyomma americanum"": 0.902133285999298, ""Dermacentor variabilis"": 0.08174294978380203}",1.0.0
23968101-3901-651d-2055-05673c152cde,reviewed,NA,2023-05-26 20:04:53.005100,230526-200453-5886,ed707307-417e-de31-3322-426cbb3f8ac5,3340faae-d94f-4a0d-8118-9632cd8b9d75,Report a Tick v4 - English,NA,NA,100%,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/6b683e69c523df5367a36cf333dd45ce591e36cf61db058e9e990183d0c04a08.jpg,NA,yes,female,dermacentor variabilis,NA,unknown,unknown,Ixodes scapularis,0.5900986790657043,"{""Ixodes scapularis"": 0.5900986790657043, ""Amblyomma americanum"": 0.019424114376306537, ""Dermacentor variabilis"": 0.3904772102832794}",1.0.0
d4e6c0f5-7d6a-c773-b0be-96122f58ba5e,reviewed,NA,2023-05-27 15:29:05.061700,230527-152905-9530,a2ce47de-bf26-407e-1309-edbeffa924dc,c47072f0-07b6-4a8e-a193-a07106910496,Report a Tick v4 - English,NA,Please submit an image showing the scutum (back) and mouthparts of the tick more clearly.,40%,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/d23e9331ef6a867736f29a76132661e2aad154406e16d0b28fac1459cd640971.jpg,NA,yes,unknown,unknown,NA,unknown,unknown,Amblyomma americanum,0.9468604326248168,"{""Ixodes scapularis"": 0.0004649076727218926, ""Amblyomma americanum"": 0.9468604326248168, ""Dermacentor variabilis"": 0.052674613893032074}",1.0.0
79130b77-394a-6259-eccd-291cbc43d481,reviewed,NA,2023-05-27 15:44:22.757300,230527-154422-3308,bc8f2681-1f26-6813-7417-5bc6a996dd19,489be1d7-4606-4942-ba1a-253e79a4d0b6,Daily Log v3 - English,NA,NA,100%,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/0c5685bf7ab6734a5ee4b13f5be6d6a4344c9ce1241ed503905e70b49ce603b3.jpg,NA,yes,male,dermacentor variabilis,NA,unknown,unknown,Dermacentor variabilis,0.6864453554153442,"{""Ixodes scapularis"": 0.24532127380371097, ""Amblyomma americanum"": 0.06823337078094482, ""Dermacentor variabilis"": 0.6864453554153442}",1.0.0
fe549691-f134-41ca-1b27-eb16539227db,reviewed,NA,2023-05-27 16:51:44.398200,230527-165144-3166,786a7979-415f-05e2-a7e6-d74fb809da7d,4f8d4686-8ea1-4a12-8d42-97373fc7d704,Report a Tick v4 - English,NA,NA,100%,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/be83e4f6299c3ea0d4612d83708213d7e9bec131000fc4cf24eaa2ce8c6a91c6.jpg,NA,yes,male,dermacentor variabilis,NA,unknown,unknown,Ixodes scapularis,0.9238173365592957,"{""Ixodes scapularis"": 0.9238173365592957, ""Amblyomma americanum"": 0.010171007364988329, ""Dermacentor variabilis"": 0.06601159274578094}",1.0.0
e1532aff-f975-6b5b-c89d-9dfb7a7f70b7,reviewed,NA,2023-05-27 18:10:54.461800,230527-181054-3185,182c1a8c-b0ec-202b-9a53-6fe628b2d210,cf17f62b-5f41-4e36-82f0-5edf3e780286,Daily Log v3 - English,NA,NA,100%,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/1ef49a56c10de48fccce9dbd585b11921b1dc107a262d9e43b25067701a9f802.jpg,NA,yes,female,dermacentor variabilis,NA,unknown,no,Dermacentor variabilis,0.8730757832527161,"{""Ixodes scapularis"": 0.11541879922151566, ""Amblyomma americanum"": 0.01150549203157425, ""Dermacentor variabilis"": 0.8730757832527161}",1.0.0
df5afb9c-7ed3-1fbd-03f7-ce2c0081590f,reviewed,NA,2023-05-27 21:30:18.022700,230527-213018-6230,33648d90-4296-9ad5-0ae1-28cd8e363704,d6e048e5-2bfa-4319-9326-cac80b1d2083,Report a Tick v4 - English,NA,NA,100%,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/9a8699b5d985f89dcdb0297d0b04eeec107d7e2425692b85a592f82269f11d10.jpg,NA,yes,male,amblyomma americanum,NA,unknown,no,Ixodes scapularis,0.8909271955490112,"{""Ixodes scapularis"": 0.8909271955490112, ""Amblyomma americanum"": 0.0031796961557120085, ""Dermacentor variabilis"": 0.1058930605649948}",1.0.0
bb2e6549-0a14-0efe-cfd6-f1b51f46e073,reviewed,NA,2023-05-27 21:37:51.049100,230527-213751-9278,507670b5-a271-be0c-366c-b31357c0a594,9afb7d3e-4656-4a55-9a10-3aa87dad4671,Report a Tick v4 - English,NA,NA,100%,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/555d0dc3bb4d1ebe059bf2f70fc582e5ced8266fc1dcdbb5071c09f4c1e6109c.jpg,NA,yes,female,amblyomma americanum,NA,unknown,unknown,Dermacentor variabilis,0.991534411907196,"{""Ixodes scapularis"": 0.002849611919373274, ""Amblyomma americanum"": 0.005616024136543274, ""Dermacentor variabilis"": 0.991534411907196}",1.0.0
4b9a483c-d61d-5f60-d125-82330205f7f3,reviewed,NA,2023-05-27 21:39:11.045800,230527-213911-2173,507670b5-a271-be0c-366c-b31357c0a594,14b2b8ff-ae29-4fe8-af8e-08de608a6f3a,Report a Tick v4 - English,NA,This is likely a lone Star tick but need the other side of the tick to be certain.,70% Lone Star tick,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/8281d45387fc1df85d4a37dae49aef16d1ea28b7d83b83d8fce0ea64faf01f52.jpg,NA,yes,unknown,unknown,NA,unknown,unknown,Dermacentor variabilis,0.7147486209869385,"{""Ixodes scapularis"": 0.10035518556833269, ""Amblyomma americanum"": 0.18489614129066467, ""Dermacentor variabilis"": 0.7147486209869385}",1.0.0
7d00b7ca-c9e5-d99a-6143-48588121fe02,reviewed,NA,2023-05-28 08:39:00.561400,230528-083900-1169,2abebdc4-c54a-7ecf-ac21-ae139d3ccb4e,5783a0cd-ebd4-40cd-af38-20f9d5f9f6bd,Report a Tick v4 - English,NA,NA,100%,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/d5f087c92f075675a4f3a7e468774d3ad076665b19f733bafbeb1ffe1f66d726.jpg,NA,yes,female,dermacentor variabilis,NA,unknown,no,Dermacentor variabilis,0.9975243210792542,"{""Ixodes scapularis"": 0.002073911717161536, ""Amblyomma americanum"": 0.0004017569590359926, ""Dermacentor variabilis"": 0.9975243210792542}",1.0.0
1afad81f-ba7a-a87c-1dac-c78dcd7c5ba2,reviewed,NA,2023-05-28 11:18:19.595200,230528-111819-8878,84ec4035-3f57-e3ed-d140-4c02bb0b70d4,932f7b7d-4696-446e-877c-d3066e3a27d7,Report a Tick v4 - English,NA,NA,100%,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/fb91caf864def932b6206f4e676387b5e223b7b0dd4c971893625391698f9c67.jpg,NA,yes,unknown,ixodes scapularis,NA,unknown,no,Dermacentor variabilis,0.9068080186843872,"{""Ixodes scapularis"": 0.05000976473093033, ""Amblyomma americanum"": 0.04318227618932724, ""Dermacentor variabilis"": 0.9068080186843872}",1.0.0
c0342eb8-3c45-dedd-d825-2eb55de4f77c,reviewed,2023-06-22 08:47:45.162000,2023-05-28 15:21:35.982000,230528-152135-1872,a3609786-4056-5ab5-d3bc-2dd30e255d01,1dcd03e9-5a9c-4a7b-a4c7-b4bbdc0e0080,Daily Log v3 - English,NA,NA,NA,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/e5a412a5993f43a4591a2530c6ae8c6e7e286df15f689edbe01ae17da11d4ba6.jpg,d5e9768e-a69e-c8bd-1692-91be47213c80,yes,male,dermacentor variabilis,NA,unknown,no,Dermacentor variabilis,0.8486354947090149,"{""Ixodes scapularis"": 0.1339212954044342, ""Amblyomma americanum"": 0.01744317263364792, ""Dermacentor variabilis"": 0.8486354947090149}",1.0.0
9be136da-dfcc-2293-b21a-4735bfba5e1a,reviewed,2023-06-22 08:48:06.531000,2023-05-28 18:13:32.727400,230528-181332-4161,9b9e968d-7585-5d35-a980-1baf52823921,f199d7b9-64da-455e-a5b6-64da97bd2880,Report a Tick v4 - English,NA,Image is too blurry,NA,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/2a0fdf3cd07fcf877e179894f81c3ceb7c666c27d4379327cace79614e5c9752.jpg,d5e9768e-a69e-c8bd-1692-91be47213c80,unknown,unknown,dermacentor variabilis,NA,unknown,unknown,Dermacentor variabilis,0.7833759784698486,"{""Ixodes scapularis"": 0.06166179105639458, ""Amblyomma americanum"": 0.1549621969461441, ""Dermacentor variabilis"": 0.7833759784698486}",1.0.0
f64a1831-4f90-2a31-87fe-1bff14da94bd,reviewed,2023-06-22 08:48:45.874000,2023-05-28 20:40:23.998000,230528-204023-7059,7a590393-0535-b763-6b6c-c981d42b3333,3524a3dd-fd84-4200-afb2-6db76367212b,Report a Tick v4 - English,NA,NA,NA,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/b348d06f9a25f7a0982c30a8a2770e68453754a9e6bd81065e4617ef0c988899.jpg,d5e9768e-a69e-c8bd-1692-91be47213c80,yes,female,dermacentor variabilis,NA,unknown,no,Ixodes scapularis,0.8155711889266968,"{""Ixodes scapularis"": 0.8155711889266968, ""Amblyomma americanum"": 0.012829273007810116, ""Dermacentor variabilis"": 0.17159950733184814}",1.0.0
b5f88dce-8a0d-d97d-780d-fa6d064d837a,reviewed,2023-06-22 08:50:15.238000,2023-05-29 02:00:30.120000,230529-020030-5819,5f96ac1e-a878-c807-a032-81af01a12740,5de3cf26-e761-444a-a6ac-cae968d24191,Report a Tick v4 - English,NA,Likely male adult American Dog tick but image is too blurry to be certain,NA,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/8077c6c9a906f9315287638f47c6ae1db381cf1dd297922c78fd1b843ea9e711.jpg,d5e9768e-a69e-c8bd-1692-91be47213c80,unknown,unknown,dermacentor variabilis,NA,unknown,unknown,Dermacentor variabilis,0.8382283449172974,"{""Ixodes scapularis"": 0.13696157932281494, ""Amblyomma americanum"": 0.0248100683093071, ""Dermacentor variabilis"": 0.8382283449172974}",1.0.0
6fa3ca74-66f0-b130-5bdd-b96a5df55267,reviewed,NA,2023-05-29 06:21:36.161100,230529-062136-7422,b7068c4f-b6e4-492b-619c-fca3b00c2045,fae8e422-dd70-40a1-94b4-55c47f79ad48,Report a Tick v4 - English,NA,NA,100% sure,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/28d18225eda0f18f1fea6418213f03c5e617a9579307ce30a6ada3b94952847e.jpg,NA,yes,female,dermacentor variabilis,NA,unknown,no,Dermacentor variabilis,0.9893617033958436,"{""Ixodes scapularis"": 0.00124327524099499, ""Amblyomma americanum"": 0.009395121596753596, ""Dermacentor variabilis"": 0.9893617033958436}",1.0.0
d19e895f-61c3-6626-b07d-9f0394f54118,reviewed,2023-06-22 08:53:48.300000,2023-05-29 06:28:22.601800,230529-062822-4564,3c8f5d53-55b4-6c07-7a7c-eaa9b5d5a1af,42dfecc6-6949-49fa-8e19-0228745a0107,Report a Tick v4 - English,NA,Need a clearer image of mouthparts and scutum (shield on back).,Not blacklegged tick.,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/04f4ca9a882ac40786ba5bf8b97177b3240272a66f046e269c5961d25ea67028.jpg,d5e9768e-a69e-c8bd-1692-91be47213c80,yes,unknown,unknown,NA,unknown,unknown,Ixodes scapularis,0.9298717975616456,"{""Ixodes scapularis"": 0.9298717975616456, ""Amblyomma americanum"": 0.0012376841623336077, ""Dermacentor variabilis"": 0.06889055669307709}",1.0.0
516e9546-1da7-5ef5-271b-4c749fc76e8c,reviewed,2023-06-22 08:54:52.869000,2023-05-29 08:47:03.805700,230529-084703-5558,97b12d70-c588-2705-651d-ebb0f578bf68,cbf35216-00bb-4db9-b072-6ad8d4c58493,Daily Log v3 - English,NA,NA,NA,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/8a7890008b659e92ef0ecc1d8862f9b8c9afe5ddfec4bb24f624e4cfe4250559.jpg,d5e9768e-a69e-c8bd-1692-91be47213c80,yes,female,dermacentor variabilis,NA,unknown,yes,Ixodes scapularis,0.9519317150115968,"{""Ixodes scapularis"": 0.9519317150115968, ""Amblyomma americanum"": 0.006499296985566616, ""Dermacentor variabilis"": 0.04156901314854622}",1.0.0
62ea4605-d03c-405c-adb5-9c260d7fc5dd,reviewed,2023-06-22 09:00:10.606000,2023-05-29 08:48:15.459600,230529-084815-5540,97b12d70-c588-2705-651d-ebb0f578bf68,ce4a8d25-a64c-4258-a194-748dd75bc3ee,Report a Tick v4 - English,NA,NA,NA,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/acd5a99e9f08ecb356b0f776ee4b47fcd9dc79674a572803934af332a7bf6b65.jpg,d5e9768e-a69e-c8bd-1692-91be47213c80,yes,female,dermacentor variabilis,NA,unknown,no,Ixodes scapularis,0.9644508361816406,"{""Ixodes scapularis"": 0.9644508361816406, ""Amblyomma americanum"": 0.0027005812153220177, ""Dermacentor variabilis"": 0.03284863382577896}",1.0.0
3778a840-93ea-19d7-30fa-049245de8c65,reviewed,2023-06-22 09:01:27.856000,2023-05-29 09:11:48.341500,230529-091148-6039,827bce1b-845b-2f09-6a2a-d2eb351bb517,00890514-7e6a-47b8-b92d-e47a36ff3098,Daily Log v3 - English,NA,NA,NA,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/f846567217f4b8ca2d3f5deef5ea31bc57a64fd0a733e6388cc4c0ae7aaa6553.jpg,d5e9768e-a69e-c8bd-1692-91be47213c80,yes,male,amblyomma americanum,NA,unknown,no,Amblyomma americanum,0.9280850291252136,"{""Ixodes scapularis"": 0.00002525035961298272, ""Amblyomma americanum"": 0.9280850291252136, ""Dermacentor variabilis"": 0.0718897208571434}",1.0.0
0015b013-97d5-25a3-9266-33d99f14277c,reviewed,2023-06-22 09:03:05.627000,2023-05-29 09:13:34.938400,230529-091334-4509,827bce1b-845b-2f09-6a2a-d2eb351bb517,e98d6693-8e05-4da3-8c39-5e9d5b622e74,Daily Log v3 - English,NA,NA,NA,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/df9f8c150d44f9ca0d90901baf6c0e4fbe2728f269dbd2e8bd8824c0b33fe4ba.jpg,d5e9768e-a69e-c8bd-1692-91be47213c80,yes,male,amblyomma americanum,NA,unknown,no,Amblyomma americanum,0.9764949083328248,"{""Ixodes scapularis"": 0.0000031962474622559967, ""Amblyomma americanum"": 0.9764949083328248, ""Dermacentor variabilis"": 0.02350190281867981}",1.0.0
ae0a454e-302c-148d-9314-2f25ee3285da,reviewed,2023-06-15 18:29:48.739000,2023-05-29 11:09:06.787000,230529-110906-1926,27b86457-7e2b-94c9-ecd8-51c6ca5b5cbb,482de389-1e6a-49fe-80f2-baab8e3fafbd,Report a Tick v4 - English,NA,NA,NA,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/5eecd9a5945d2987f6ccadb70f88d062751dbad3a736e0d5abaf60451fe2d13c.jpg,ab5217d5-d69f-ee95-d457-135a6cce2061,yes,female,dermacentor variabilis,NA,unknown,no,Amblyomma americanum,0.7817573547363281,"{""Ixodes scapularis"": 0.009353122673928738, ""Amblyomma americanum"": 0.7817573547363281, ""Dermacentor variabilis"": 0.2088895738124847}",1.0.0
cdb43dd4-6114-9457-2358-ea777487a789,reviewed,2023-06-22 09:01:50.091000,2023-05-29 12:46:51.998800,230529-124651-7258,a2ce47de-bf26-407e-1309-edbeffa924dc,0b35b0eb-662a-46ee-9e29-6475cf844ee7,Report a Tick v4 - English,NA,NA,NA,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/159f107218cb0e89c3ed0b28786d7543bfc08b606a7cc0daec89aae9bb190915.jpg,d5e9768e-a69e-c8bd-1692-91be47213c80,yes,female,dermacentor variabilis,NA,unknown,yes,Dermacentor variabilis,0.8894296884536743,"{""Ixodes scapularis"": 0.0000004936301252200792, ""Amblyomma americanum"": 0.11056981980800629, ""Dermacentor variabilis"": 0.8894296884536743}",1.0.0
611bb5d7-b6d7-b417-96f6-04c12543a550,reviewed,2023-06-22 09:02:14.908000,2023-05-29 13:03:57.376000,230529-130357-3995,67719551-9260-0615-7e73-9b10c6acb9c1,8d9291a2-f9ba-47a7-9da1-76c8869be8bb,Report a Tick v4 - English,NA,NA,NA,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/ec1a275e5121fc98d3680fea559f01e99f9fd901496f7a5a0592e4e2e62ad134.jpg,d5e9768e-a69e-c8bd-1692-91be47213c80,yes,male,dermacentor variabilis,NA,unknown,no,Dermacentor variabilis,0.9945251941680908,"{""Ixodes scapularis"": 0.00538960425183177, ""Amblyomma americanum"": 0.00008527774480171502, ""Dermacentor variabilis"": 0.9945251941680908}",1.0.0
b820928b-7ffe-8b78-7f81-359dd028f80a,reviewed,2023-06-22 09:03:41.520000,2023-05-29 14:35:57.013400,230529-143557-4845,08cbfde2-1c57-e356-2555-f78b9efac50c,2283e8d2-f412-4fd5-b915-8cfb27a75657,Daily Log v3 - English,NA,NA,NA,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/aa91c7a5e1b1bfdebfd210f4dd1209dd9ecd0cda31c432c04f00b34c96183a72.jpg,d5e9768e-a69e-c8bd-1692-91be47213c80,yes,female,dermacentor variabilis,NA,unknown,no,Dermacentor variabilis,0.9157924056053162,"{""Ixodes scapularis"": 0.08411893248558044, ""Amblyomma americanum"": 0.00008861412788974121, ""Dermacentor variabilis"": 0.9157924056053162}",1.0.0
